association,word,model,delta_all_names,delta_survey_poles,delta_bootstrapped,sd_bootstrapped
feminine,dialco,0,0.0,0.0,0.0,0.0
feminine,dialco,2,-0.02103512,0.0103934705,-0.0092619285,0.03780450829571644
feminine,dialco,2-3,-0.035271212,0.00019158423,-0.0147714205,0.040316173758943856
feminine,dialco,2-5,-0.00044848025,0.034127325,-0.009940244,0.04501668885912699
feminine,oliebaz,0,0.0,0.0,0.0,0.0
feminine,oliebaz,2,-0.044618517,-0.032621026,-0.03891754,0.0715046816004687
feminine,oliebaz,2-3,-0.0016281307,0.010296017,-0.017035088,0.08157441395218952
feminine,oliebaz,2-5,-0.035380647,-0.009395003,-0.0365651,0.05737133835216842
feminine,truggels,0,0.0,0.0,0.0,0.0
feminine,truggels,2,0.0032934546,-0.0042159557,-0.025423817,0.047909618698133816
feminine,truggels,2-3,0.014962435,-0.020442337,-0.042784736,0.05161324139299516
feminine,truggels,2-5,-0.0020935237,0.028793693,-0.022871358,0.05070680424929116
feminine,divisit,0,0.0,0.0,0.0,0.0
feminine,divisit,2,-0.029957682,0.027955472,-0.0051808483,0.0791324684613131
feminine,divisit,2-3,0.005330384,0.032371312,0.0014679977,0.07443623300125889
feminine,divisit,2-5,0.014061019,0.04254648,0.0005283802,0.04807428909557599
feminine,humbrelt,0,0.0,0.0,0.0,0.0
feminine,humbrelt,2,-0.037911236,0.0046674907,-0.005459394,0.06053499905187427
feminine,humbrelt,2-3,0.023262471,-0.0017176569,-0.016887972,0.06839688157708888
feminine,humbrelt,2-5,-0.010583669,-0.010165438,-0.042218987,0.07564340262601565
feminine,zeusingers,0,0.0,0.0,0.0,0.0
feminine,zeusingers,2,0.0041987,0.0019505322,-0.018437373,0.06681357657343123
feminine,zeusingers,2-3,-0.011812538,0.03179279,-0.021097492,0.04429285586253832
feminine,zeusingers,2-5,-0.035506755,0.018610865,-0.015948828,0.03953335813887062
feminine,whiski,0,0.0018326938,0.002131611,-0.016555376,0.03777044861131487
feminine,whiski,2,-0.012851059,-0.006878048,-0.01751934,0.056078132019829065
feminine,whiski,2-3,0.004958719,-0.009674072,-0.0124412635,0.05171375153623811
feminine,whiski,2-5,-0.01592946,-0.03930831,-0.026285103,0.03883803366869012
feminine,mabsuppoep,0,0.0,0.0,0.0,0.0
feminine,mabsuppoep,2,-0.011049122,0.04800123,-0.010012864,0.06231957895921527
feminine,mabsuppoep,2-3,-0.008611023,0.038137123,0.0051393067,0.047948794450455856
feminine,mabsuppoep,2-5,-0.007740617,-0.005037993,-0.023811206,0.057583275610547616
feminine,valtmannallauty,0,0.0,0.0,0.0,0.0
feminine,valtmannallauty,2,-0.034252018,0.035952806,-0.0031145173,0.07913127388269486
feminine,valtmannallauty,2-3,-0.0044113994,0.065612614,0.03415253,0.06932444544371588
feminine,valtmannallauty,2-5,-0.01914218,-0.024395883,-0.02019769,0.03411495516267431
feminine,twoost,0,0.0,0.0,0.0,0.0
feminine,twoost,2,-0.031463444,-0.0007972717,0.0007806555,0.06609853808327257
feminine,twoost,2-3,-0.062535405,-0.0025441945,-0.028517207,0.08018236237812218
feminine,twoost,2-5,0.042513907,0.016740888,0.003262955,0.05884033609587065
feminine,cypitar,0,0.0,0.0,0.0,0.0
feminine,cypitar,2,-0.019354433,0.014302671,-0.03319122,0.07863988485429499
feminine,cypitar,2-3,0.031327546,-0.001242727,-0.020634905,0.05993045341070405
feminine,cypitar,2-5,-0.0033536851,0.01660961,-0.025748929,0.07325207007810357
feminine,hetomonotijk,0,0.0,0.0,0.0,0.0
