association,word,model,delta_all_names,delta_survey_poles,delta_bootstrapped,sd_bootstrapped
feminine,bo,1,0.0007685125,0.0068944097,-0.0042135795,0.08469259977381637
feminine,bo,2,0.018776,0.01159361,0.0016361322,0.08948883151917969
feminine,bo,3,0.07239175,0.019864947,0.011640043,0.09300090109641107
feminine,bo,4,0.108000964,0.0077620745,0.020437457,0.11048860817251109
feminine,bo,5,0.09206176,0.019604623,0.029225014,0.07983970913207744
feminine,bo,6,0.079147875,0.033212185,0.023026174,0.06096187197401544
feminine,bo,7,0.06635755,0.032873034,0.021982215,0.049066215825445916
feminine,bo,8,0.04748106,0.017232478,0.01634279,0.041999371324439906
feminine,bo,9,0.083437204,0.015529811,0.016367085,0.04934688372306633
feminine,bo,10,0.04852444,0.013870597,0.006443684,0.04316981237399596
feminine,bo,11,0.015731394,0.011526823,0.006018811,0.023227151296529185
feminine,bonnie,0,0.01103045,0.0026949942,0.0055604144,0.0445319282329509
feminine,bonnie,1,-0.026205957,-0.0013668537,0.0073817703,0.05901801369044241
feminine,bonnie,2,0.01896298,0.011463702,0.014904205,0.04566705239952361
feminine,bonnie,3,0.07674688,0.019349992,0.014736096,0.05575167303237143
feminine,bonnie,4,0.056878507,0.032060802,0.02860944,0.059042990609107227
feminine,bonnie,5,0.044656754,0.06350899,0.04472763,0.06161945661253209
feminine,bonnie,6,0.030177534,0.054446697,0.03749032,0.044821019567544695
feminine,bonnie,7,0.02303797,0.048199177,0.029393088,0.04481514400465851
feminine,bonnie,8,0.01826173,0.03178394,0.020661734,0.04437734638394285
feminine,bonnie,9,0.03640133,0.033857644,0.020237232,0.049732885775259986
feminine,bonnie,10,0.01285255,0.031753898,0.014221898,0.04405050667838457
feminine,bonnie,11,-0.003215611,0.017641246,0.009782906,0.023913977835239582
feminine,bridget,0,0.014719367,0.013811022,0.014721571,0.07041516689614033
feminine,bridget,1,0.0035731494,0.03139162,0.012742905,0.060526659882563616
feminine,bridget,2,0.008933067,0.037604064,0.01807585,0.061631609039147675
feminine,bridget,3,0.05918917,0.055132598,0.017643886,0.06926405229338427
feminine,bridget,4,0.060857356,0.05004424,0.029374521,0.07676604120055117
feminine,bridget,5,0.04325676,0.052462757,0.031186841,0.08487423221443817
feminine,bridget,6,0.015862525,0.0421108,0.02820465,0.07153983947904363
feminine,bridget,7,0.0078267455,0.039575875,0.024762614,0.0694417280752009
feminine,bridget,8,-0.0034649968,0.022485077,0.013378915,0.06890638700674886
feminine,bridget,9,0.0144664645,0.02474904,0.011701412,0.07172410313879711
feminine,bridget,10,-0.009116292,0.028692365,0.0024684034,0.06529869303827539
feminine,bridget,11,-0.026719213,0.014639616,-0.0021892262,0.03869884013241709
feminine,bushra,0,0.017227799,0.02489391,0.012743353,0.0727552855444099
feminine,bushra,1,0.005136758,0.016340405,0.019070255,0.04604005524937144
feminine,bushra,2,0.009718567,0.023886979,0.031495154,0.03284418989782074
feminine,bushra,3,0.013771713,0.029628932,0.010275887,0.04693243610686317
feminine,bushra,4,0.0232898,0.029818714,0.01725751,0.06310241177048671
feminine,bushra,5,0.021467865,0.060131967,0.027115341,0.08147140892150528
feminine,bushra,6,0.013051152,0.05147934,0.024110304,0.06326479800963447
feminine,bushra,7,0.00873208,0.051127315,0.020412503,0.05893103164278803
feminine,bushra,8,0.0072880387,0.039305866,0.010816758,0.05897469859614716
feminine,bushra,9,0.016783893,0.036522985,0.0063874135,0.0624835693100432
feminine,bushra,10,-0.019647837,0.029879868,-0.0042795474,0.05760840777406958
feminine,bushra,11,-0.022644222,0.021606922,-0.0024288034,0.03458377864119593
feminine,caesar,0,-0.023764879,-0.060903758,-0.020619346,0.032202093631908874
feminine,caesar,1,-0.017754048,-0.07491353,-0.019243835,0.05020958970149756
feminine,caesar,2,0.02406609,-0.05213961,-0.0069070803,0.05768362958481635
feminine,caesar,3,0.08195847,-0.041211873,0.00081298756,0.055476657461625806
feminine,caesar,4,0.06277019,-0.044118166,-0.0037631732,0.04899773227756247
feminine,caesar,5,0.07647842,-0.018231988,0.0068711243,0.03992973205994575
feminine,caesar,6,0.036653996,-0.009484589,0.010368709,0.03252244175954284
feminine,caesar,7,0.026120782,-0.0064442754,0.010743757,0.028919768193005922
feminine,caesar,8,0.014329076,-0.013549447,0.00369833,0.023143902550781626
feminine,caesar,9,0.034072936,-0.01390624,0.0051413365,0.029301644970092234
feminine,caesar,10,0.012046039,-0.0129987,-0.0055879094,0.026948571295576665
feminine,caesar,11,-0.011969864,-0.008502662,-0.0052491897,0.01880030734571363
feminine,caithlin,0,0.01592961,0.015820801,0.0071839364,0.0702640114591132
feminine,caithlin,1,0.011085093,0.03396985,0.029665088,0.04329493245477341
feminine,caithlin,2,0.020703405,0.029592752,0.025240973,0.031232813303700445
feminine,caithlin,3,0.085110724,0.041962773,0.03168903,0.026441468361964617
feminine,caithlin,4,0.078766346,0.037644506,0.030513765,0.03519530246577824
feminine,caithlin,5,0.08049828,0.050060093,0.037602544,0.04409731168254988
feminine,caithlin,6,0.041921794,0.046592772,0.03272834,0.03634112308859811
feminine,caithlin,7,0.032295346,0.042974234,0.030857708,0.03702005975538616
feminine,caithlin,8,0.035253525,0.020852149,0.020249596,0.03892346763099358
feminine,caithlin,9,0.055375576,0.023063242,0.020152438,0.04762249976811005
feminine,caithlin,10,0.0248065,0.01911807,0.010340945,0.040838821278383015
feminine,caithlin,11,0.0030388236,0.012567461,0.004982437,0.02794112712327912
feminine,cansu,0,0.030134916,-0.0037103742,0.012898552,0.07942840960703364
feminine,cansu,1,-0.0044175386,-0.011115551,0.012015296,0.047989709116366054
feminine,cansu,2,0.01515469,0.00055903196,0.018042933,0.03367895780935179
feminine,cansu,3,0.04145515,0.025736004,0.017395036,0.035243089369022686
feminine,cansu,4,0.038443983,0.01604563,0.024677094,0.06493153532917254
feminine,cansu,5,0.043821216,0.04003203,0.03776528,0.07521189779209646
feminine,cansu,6,0.020317256,0.03599775,0.028558541,0.06260521793963834
feminine,cansu,7,0.021643043,0.04094982,0.028197259,0.05744269992496149
feminine,cansu,8,0.031264424,0.026843965,0.019346168,0.05568166295587391
feminine,cansu,9,0.05232781,0.024551094,0.016301062,0.05667676882324133
feminine,cansu,10,0.02238822,0.019520283,0.005633887,0.05250196325868888
feminine,cansu,11,0.0011875033,0.01231426,0.0033570172,0.03038993558402013
feminine,carlien,0,-0.0036525875,-0.00048682094,0.0018641171,0.13577781182337972
feminine,carlien,1,-0.00922361,0.02162227,0.015038707,0.09370196124962403
feminine,carlien,2,0.025773287,0.037589073,0.023080578,0.09146830925902075
feminine,carlien,3,0.035691768,0.037127852,0.0152186,0.09275491429172944
feminine,carlien,4,0.03806126,0.03886628,0.014244116,0.10117965764043875
feminine,carlien,5,0.015051901,0.055298388,0.022153826,0.10149346352774098
feminine,carlien,6,-0.0026062727,0.046285927,0.020401066,0.08290994709289552
feminine,carlien,7,-0.0024490356,0.04565662,0.019051831,0.07410658027077138
feminine,carlien,8,-0.0014420152,0.02913034,0.012010247,0.06603657330851671
feminine,carlien,9,0.027561903,0.026101053,0.011568277,0.06578237575079675
feminine,carlien,10,0.003245771,0.02657342,0.0067578675,0.057612095623993304
feminine,carlien,11,-0.0142223835,0.015151858,0.001521017,0.03324129736310345
feminine,cas,0,0.013723567,0.013379395,0.008812815,0.042983505034821005
feminine,cas,1,0.002860427,0.013830364,0.014545993,0.06759736897876785
feminine,cas,2,0.027761996,0.011899948,0.019454014,0.07825887355959112
feminine,cas,3,0.0977647,0.016398072,0.02362191,0.08654157510873745
feminine,cas,4,0.12107992,-0.013862014,0.023526354,0.08571297673706443
feminine,cas,5,0.12878013,0.007852018,0.03345018,0.07613905480826759
feminine,cas,6,0.08269936,0.0147480965,0.0231155,0.0544347093322066
feminine,cas,7,0.073994875,0.013725519,0.021868354,0.049737848048539486
feminine,cas,8,0.04099506,0.0076007247,0.013179755,0.04069036849253949
feminine,cas,9,0.05984783,0.0063171983,0.01362229,0.04307932335605349
feminine,cas,10,0.031377614,0.0044614077,0.0072840583,0.036628344135989324
feminine,cas,11,0.00043320656,0.00050258636,0.00057544373,0.021523212961316856
feminine,cassidy,0,-0.0012156069,-0.01643604,0.010509402,0.09319106016707607
feminine,cassidy,1,-0.020894289,-0.017998278,0.00647593,0.06363167151709696
feminine,cassidy,2,0.0024118125,-0.0021359026,0.018622277,0.05734933606687299
feminine,cassidy,3,0.053102344,0.033901304,0.022896957,0.058265681539637494
feminine,cassidy,4,0.07799575,0.020541996,0.030656634,0.05824974724173452
feminine,cassidy,5,0.051925242,0.039797783,0.03335951,0.0729628417433097
feminine,cassidy,6,0.040014446,0.034570813,0.029255617,0.0654136937079882
feminine,cassidy,7,0.03481406,0.034062088,0.02812519,0.06138354055944648
feminine,cassidy,8,0.030084133,0.017118573,0.01670407,0.06002793072060833
feminine,cassidy,9,0.04622084,0.015794277,0.014704656,0.0647847358039045
feminine,cassidy,10,0.026926756,0.015638173,0.0071992534,0.05382709297677418
